step,win_rate
86,0.0
10099,0.0
20124,0.0
30167,0.0
40264,0.0
50399,0.0
60493,0.0
70526,0.0
80528,0.0
90620,0.0
100745,0.0
110768,0.03125
120900,0.0
131015,0.03125
141087,0.03125
151115,0.0625
161263,0.0
171356,0.0
181389,0.03125
191450,0.09375
201485,0.0
211489,0.0
221536,0.0
231627,0.0
241711,0.0
251743,0.0
261815,0.03125
271838,0.0
281859,0.0
291965,0.0
302021,0.0
312113,0.0
322127,0.0
332146,0.0
342274,0.0
352286,0.03125
362321,0.0
372350,0.09375
382375,0.0
392396,0.0
402483,0.0
412583,0.09375
422597,0.0
432608,0.0625
442617,0.0
452639,0.0
462647,0.0
472702,0.0
482714,0.0
492720,0.03125
502817,0.0
512885,0.03125
522948,0.0
533006,0.03125
543009,0.0625
553019,0.03125
563149,0.0
573282,0.03125
583346,0.0
593375,0.03125
603433,0.0
613500,0.0
623535,0.0
633559,0.0
643597,0.0
653605,0.0
663655,0.0
673672,0.0
683685,0.0
693686,0.0
703706,0.0
713769,0.03125
723819,0.0625
733837,0.03125
743880,0.03125
753882,0.03125
763940,0.0
773995,0.0
784065,0.09375
794075,0.03125
804088,0.0
814109,0.0
824149,0.0
834160,0.0
844165,0.03125
854206,0.0
864248,0.125
874251,0.0
884304,0.0
894305,0.0
904309,0.0
914355,0.0
924504,0.03125
934619,0.0
944697,0.03125
954768,0.0
964835,0.0
974847,0.09375
984889,0.03125
994904,0.0
1004950,0.0
1014985,0.0
1025013,0.0
1035086,0.0625
1045129,0.03125
1055152,0.0
1065178,0.03125
1075215,0.0
1085220,0.03125
1095225,0.03125
1105273,0.0
1115277,0.0
1125277,0.03125
1135334,0.03125
1145376,0.0625
1155469,0.09375
1165526,0.03125
1175582,0.03125
1185583,0.03125
1195636,0.0
1205702,0.0
1215756,0.375
1225778,0.03125
1235882,0.0625
1245907,0.0
1255912,0.0
1265954,0.0
1276015,0.09375
1286110,0.0
1296184,0.03125
1306208,0.21875
1316224,0.03125
1326317,0.0
1336347,0.0
1346351,0.03125
1356362,0.09375
1366384,0.1875
1376417,0.03125
1386425,0.0
1396433,0.0
1406460,0.0
1416474,0.125
1426478,0.09375
1436516,0.15625
1446527,0.15625
1456605,0.125
1466608,0.0625
1476645,0.0625
1486691,0.0
1496725,0.125
1506768,0.21875
1516828,0.0
1526869,0.09375
1536897,0.0
1546972,0.0
1557105,0.0
1567118,0.1875
1577193,0.0
1587193,0.03125
1597204,0.09375
1607224,0.15625
1617280,0.03125
