step,win_rate
140,0.0
10173,0.0
20252,0.0
30319,0.0
40364,0.0
50369,0.0
60445,0.0
70469,0.0
80472,0.0
90513,0.0
100516,0.0
110527,0.0
120550,0.0
130624,0.0
140641,0.0
150645,0.0
160657,0.0
170736,0.0
180769,0.0
190823,0.0
200837,0.0
210965,0.0
221049,0.0
231064,0.0
241111,0.0
251137,0.0
261158,0.0
271206,0.0
281214,0.0
291220,0.0
301290,0.0
311318,0.0
321339,0.0
331348,0.0
341455,0.0
351456,0.0
361488,0.0
371531,0.0
381591,0.0
391597,0.0
401607,0.0
411704,0.0
421718,0.0
431726,0.0
441777,0.0
451780,0.0
461818,0.0
471832,0.0
481832,0.0
491866,0.0
501868,0.0
511881,0.0
521917,0.0
531931,0.0
541946,0.0
552034,0.0
562127,0.0
572252,0.0
582296,0.0
592329,0.0
602348,0.0
612395,0.0
622400,0.0
632414,0.0
642497,0.0
652512,0.0
662536,0.0
672560,0.0
682596,0.0
692633,0.0
702710,0.0
712738,0.0
722798,0.0
732909,0.0
742958,0.0
753094,0.0
763114,0.0
773190,0.0
783229,0.0
793306,0.0
803378,0.0
813422,0.0
823448,0.05
833461,0.0
843525,0.0
853576,0.0
863723,0.0
873759,0.05
883768,0.0
893862,0.0
903864,0.0
913986,0.0
924116,0.0
934137,0.0
944151,0.0
954163,0.0
964261,0.0
974276,0.0
984325,0.0
994358,0.0
1004384,0.0
1014390,0.05
1024398,0.0
1034489,0.0
1044588,0.0
1054617,0.0
1064692,0.0
1074824,0.0
1084831,0.0
1094835,0.0
1104871,0.0
1114938,0.0
1124944,0.0
1134994,0.0
1144996,0.05
1155066,0.0
1165135,0.0
1175163,0.0
1185169,0.0
1195236,0.0
1205307,0.0
1215376,0.0
1225455,0.0
1235482,0.0
1245497,0.0
1255590,0.0
1265632,0.0
1275721,0.0
1285805,0.0
1295909,0.0
1305946,0.0
1315948,0.0
1325956,0.05
1335969,0.0
1345985,0.0
1356022,0.0
1366049,0.0
1376073,0.0
1386097,0.0
1396105,0.0
1406204,0.0
1416250,0.0
1426302,0.0
1436309,0.0
1446320,0.0
1456348,0.0
1466413,0.0
1476455,0.0
1486533,0.0
1496617,0.0
1506649,0.0
1516652,0.0
1526728,0.0
1536849,0.05
1546888,0.0
1556960,0.0
1567023,0.0
1577089,0.0
1587117,0.0
1597214,0.0
1607333,0.0
1617349,0.0
1627379,0.0
1637418,0.0
1647418,0.0
1657447,0.0
1667459,0.0
1677492,0.0
1687528,0.0
1697571,0.0
1707579,0.0
1717621,0.0
1727639,0.0
1737680,0.0
1747712,0.0
1757721,0.0
1767793,0.0
1777854,0.0
1787879,0.0
1797892,0.0
1807905,0.0
1817939,0.0
1827949,0.0
1837996,0.0
1848024,0.0
1858064,0.0
1868094,0.0
1878110,0.0
1888116,0.0
1898118,0.0
1908132,0.0
1918159,0.0
1928159,0.0
1938182,0.0
1948187,0.0
1958199,0.0
1968218,0.0
1978317,0.0
1988357,0.0
1998393,0.0
2008418,0.0
2018440,0.0
2028496,0.0
2038552,0.0
2048639,0.0
2058694,0.0
2068780,0.0
2078785,0.0
2088834,0.0
2098834,0.0
2108897,0.0
2118989,0.0
2129042,0.0
2139087,0.0
2149108,0.0
2159128,0.0
2169137,0.0
2179168,0.0
2189222,0.0
2199281,0.0
2209336,0.0
2219436,0.0
2229454,0.0
2239548,0.0
2249570,0.0
2259579,0.0
2269606,0.0
2279734,0.0
2289745,0.0
2299832,0.0
2309918,0.0
2319943,0.0
2329958,0.0
2340046,0.0
2350074,0.0
2360085,0.0
2370115,0.0
2380131,0.0
2390131,0.0
2400145,0.0
2410173,0.0
2420238,0.0
2430278,0.0
2440282,0.0
2450304,0.0
2460361,0.0
2470496,0.0
2480532,0.0
2490570,0.0
2500589,0.0
2510619,0.0
2520660,0.0
2530733,0.0
2540746,0.0
2550775,0.0
2560799,0.0
2570813,0.0
2580869,0.0
2590888,0.0
2600893,0.0
2610910,0.0
2620926,0.0
2630935,0.0
2640961,0.0
2650993,0.0
2661013,0.0
2671023,0.0
2681092,0.0
2691115,0.0
2701120,0.0
2711159,0.0
2721172,0.0
2731196,0.0
2741234,0.0
2751276,0.0
2761301,0.0
2771382,0.0
2781403,0.0
2791525,0.0
2801630,0.0
2811716,0.0
2821835,0.0
2831905,0.0
2841932,0.0
2851938,0.0
2862030,0.0
2872079,0.0
2882079,0.0
2892128,0.0
2902247,0.0
2912255,0.0
2922277,0.0
2932405,0.0
2942470,0.0
2952505,0.0
2962573,0.0
2972609,0.0
2982659,0.0
2992719,0.0
3002732,0.0
3012778,0.0
3022877,0.0
3032899,0.0
3042909,0.0
3052909,0.0
3062954,0.0
3073037,0.0
3083037,0.0
3093058,0.0
3103164,0.0
3113257,0.0
3123265,0.0
3133286,0.0
3143295,0.0
3153306,0.0
3163352,0.0
3173376,0.0
3183474,0.0
3193493,0.0
3203613,0.0
3213692,0.0
3223698,0.0
3233732,0.0
3243756,0.0
3253860,0.0
3263987,0.0
3274032,0.0
3284098,0.0
3294134,0.0
3304233,0.0
3314262,0.0
3324330,0.0
3334347,0.0
3344384,0.05
3354412,0.0
3364454,0.0
3374519,0.0
3384532,0.0
3394620,0.0
3404701,0.0
3414774,0.0
3424780,0.0
3434858,0.0
3444980,0.0
3455010,0.0
3465055,0.0
3475101,0.0
