step,win_rate
76,0.0
10077,0.0
20148,0.0
30174,0.0
40209,0.0
50240,0.0
60335,0.0
70409,0.0
80467,0.0
90561,0.0
100620,0.0
110643,0.0
120662,0.0
130755,0.0
140836,0.0
150863,0.0
160957,0.0
170959,0.0
180964,0.0
191028,0.0
201071,0.0
211190,0.0
221288,0.0
231316,0.0
241342,0.0
251370,0.0
261429,0.0
271455,0.0
281458,0.0
291476,0.0
301508,0.0
311524,0.0
321527,0.0
331528,0.0
341569,0.0
351640,0.0
361681,0.0
371699,0.0
381707,0.0
391722,0.0
401761,0.0
411809,0.0
421828,0.0
431857,0.0
441866,0.0
451893,0.0
462002,0.0
472021,0.0
482052,0.0
492065,0.0
502106,0.0
512116,0.0
522143,0.0
532156,0.0
542169,0.0
552249,0.0
562287,0.0
572342,0.0
582342,0.0
592377,0.0
602388,0.0
612498,0.0
622515,0.0
632546,0.0
642632,0.0
652769,0.0
662815,0.0
672847,0.0
682891,0.0
692962,0.0
702997,0.0
713027,0.0
723073,0.0
733111,0.0
743155,0.0
753224,0.0
763228,0.0
773263,0.0
783322,0.0
793369,0.0
803384,0.0
813431,0.0
823451,0.0
833458,0.0
843587,0.0
853605,0.0
863641,0.0
873661,0.0
883688,0.0
893735,0.0
903780,0.0
913810,0.0
923830,0.0
933835,0.0
943941,0.0
953949,0.0
963952,0.0
973982,0.0
984038,0.0
994048,0.0
1004077,0.0
1014101,0.0
1024134,0.0
1034135,0.0
1044145,0.0
1054226,0.0
1064256,0.0
1074293,0.0
1084358,0.0
1094374,0.0
1104382,0.0
1114414,0.0
1124443,0.0
1134536,0.0
1144643,0.0
1154662,0.0
1164673,0.0
1174697,0.0
1184725,0.0
1194803,0.0
1204819,0.0
1214898,0.0
1224926,0.0
1234974,0.0
1245015,0.0
1255053,0.0
1265131,0.0
1275173,0.05
1285202,0.0
1295211,0.0
1305216,0.0
1315303,0.0
1325328,0.05
1335344,0.0
1345350,0.0
1355373,0.0
1365460,0.0
1375470,0.0
1385486,0.0
1395585,0.0
1405608,0.0
1415625,0.0
1425707,0.0
1435799,0.0
1445874,0.0
1455910,0.0
1465935,0.0
1476042,0.0
1486124,0.0
1496152,0.0
1506184,0.0
1516251,0.0
1526277,0.0
1536335,0.05
1546371,0.0
1556385,0.0
1566386,0.0
1576402,0.0
1586417,0.0
1596457,0.05
1606506,0.0
1616554,0.0
1626593,0.0
1636603,0.0
1646651,0.0
1656692,0.0
1666780,0.0
1676789,0.0
1686798,0.0
1696821,0.0
1706901,0.0
1716939,0.0
1726953,0.0
1737042,0.0
1747042,0.0
1757116,0.0
1767117,0.0
1777200,0.0
1787281,0.0
1797353,0.0
1807355,0.0
1817404,0.0
1827404,0.0
1837496,0.0
1847510,0.0
1857570,0.0
1867578,0.0
1877624,0.0
1887730,0.0
1897823,0.0
1907863,0.0
1917930,0.0
1927933,0.0
1937962,0.0
1948014,0.0
1958054,0.0
1968150,0.0
1978180,0.0
1988288,0.0
1998326,0.0
2008348,0.0
2018416,0.0
