step,win_rate
31,0.0
10040,0.0
20045,0.0
30070,0.0
40083,0.0
50088,0.0
60088,0.0
70197,0.0
80209,0.0
90231,0.0
100240,0.0
110285,0.0
120312,0.0
130332,0.0
140361,0.0
150367,0.0
160381,0.0
170393,0.0
180410,0.0
190436,0.0
200488,0.0
210554,0.0
220691,0.0
230717,0.0
240727,0.0
250794,0.0
260797,0.0
270831,0.0
280846,0.0
290885,0.0
300959,0.05
310979,0.0
321074,0.0
331074,0.0
341187,0.0
351240,0.0
361270,0.0
371284,0.0
381419,0.0
391556,0.0
401607,0.0
411736,0.0
421766,0.0
431903,0.0
441997,0.0
452036,0.0
462072,0.0
472120,0.0
482169,0.0
492202,0.0
502220,0.0
512230,0.0
522263,0.0
532277,0.0
542408,0.0
552463,0.0
562475,0.0
572519,0.0
582599,0.0
592708,0.0
602756,0.0
612758,0.0
622812,0.0
632833,0.0
642867,0.0
652948,0.0
662965,0.0
673086,0.0
683177,0.0
693305,0.0
703306,0.0
713342,0.0
723365,0.0
733474,0.0
743512,0.0
753532,0.0
763559,0.0
773632,0.0
783671,0.0
793688,0.0
803741,0.0
813788,0.0
823813,0.0
833841,0.0
843901,0.0
853965,0.0
863983,0.0
874011,0.0
884057,0.0
894060,0.0
904101,0.0
914153,0.0
924177,0.0
934240,0.0
944273,0.0
954307,0.0
964319,0.0
974363,0.0
984379,0.0
994398,0.0
1004410,0.0
1014416,0.0
1024447,0.0
1034448,0.0
1044451,0.0
1054474,0.0
1064475,0.0
1074484,0.0
1084500,0.0
1094524,0.0
1104579,0.0
1114639,0.0
1124687,0.0
1134693,0.0
1144711,0.0
1154730,0.0
1164779,0.0
1174786,0.0
1184802,0.0
1194879,0.0
1204908,0.0
1214918,0.0
1224928,0.0
1234973,0.0
1244988,0.0
1255002,0.0
1265043,0.0
1275100,0.0
1285196,0.0
1295202,0.0
1305204,0.0
1315284,0.0
1325325,0.05
1335353,0.0
1345395,0.0
1355418,0.05
1365516,0.0
1375547,0.0
1385583,0.0
1395592,0.0
1405608,0.0
1415655,0.0
1425657,0.0
1435745,0.0
1445803,0.0
1455803,0.0
1465867,0.0
1475915,0.0
1485938,0.15
1495966,0.0
1506034,0.0
1516077,0.0
1526162,0.0
1536238,0.0
1546335,0.0
1556392,0.0
1566420,0.0
1576563,0.0
1586629,0.0
1596741,0.0
1606790,0.0
1616838,0.05
1626840,0.0
1636855,0.0
1646874,0.0
1656889,0.0
1666901,0.0
1676942,0.0
1686978,0.0
1697110,0.0
1707135,0.0
1717155,0.0
1727192,0.0
1737270,0.0
1747329,0.0
1757449,0.0
1767551,0.0
1777648,0.0
1787659,0.0
1797683,0.0
1807727,0.0
1817727,0.0
1827867,0.0
1837984,0.0
1847989,0.0
1858014,0.0
1868159,0.0
1878160,0.0
1888195,0.0
1898245,0.0
1908258,0.0
1918288,0.0
1928317,0.0
1938407,0.0
1948412,0.0
1958424,0.0
1968431,0.0
1978519,0.0
1988557,0.0
1998621,0.0
2008641,0.0
2018689,0.0
2028733,0.0
2038768,0.0
2048810,0.0
2058836,0.0
2068941,0.0
2078982,0.0
2089058,0.0
2099071,0.0
2109126,0.0
2119270,0.0
2129313,0.0
2139352,0.0
2149413,0.0
2159543,0.0
2169625,0.0
2179720,0.0
2189749,0.05
2199770,0.0
2209782,0.0
2219799,0.0
2229826,0.0
2239934,0.05
2249979,0.0
2259995,0.0
2270005,0.0
2280021,0.05
2290095,0.05
2300128,0.0
2310141,0.0
2320150,0.2
2330251,0.0
2340364,0.0
2350375,0.0
2360382,0.0
2370421,0.05
2380454,0.15
2390490,0.0
2400493,0.0
2410505,0.0
2420541,0.0
2430545,0.05
2440546,0.05
2450546,0.05
2460568,0.0
2470605,0.05
2480702,0.0
2490742,0.0
2500838,0.0
2510873,0.0
2520920,0.05
2530934,0.0
2541040,0.25
2551137,0.0
2561191,0.05
2571259,0.0
2581398,0.0
2591416,0.0
2601475,0.0
2611506,0.0
2621648,0.0
2631764,0.0
2641859,0.0
2651977,0.0
2662011,0.0
2672083,0.0
2682132,0.0
2692187,0.0
2702253,0.0
2712291,0.0
2722310,0.0
2732365,0.0
2742418,0.1
2752431,0.0
2762452,0.0
2772490,0.0
2782563,0.1
2792611,0.0
2802653,0.0
2812686,0.15
2822705,0.15
2832782,0.2
2842889,0.1
2852895,0.25
