step,win_rate
40,0.0
10095,0.0
20184,0.0
30318,0.0
40349,0.0
50366,0.0
60423,0.0
70455,0.0
80472,0.0
90515,0.0
100530,0.0
110670,0.0
120672,0.0
130728,0.0
140789,0.0
150891,0.0
160908,0.0
170913,0.0
180924,0.0
190947,0.09375
201000,0.03125
211044,0.0
221074,0.0625
231090,0.0
241112,0.0
251144,0.0
261157,0.03125
271174,0.0
281266,0.0
291390,0.0
301445,0.0625
311504,0.125
321534,0.03125
331537,0.0625
341592,0.0
351611,0.0
361619,0.03125
371710,0.03125
381768,0.0
391801,0.03125
401809,0.03125
411818,0.0
421836,0.0
431845,0.0
441915,0.0
451928,0.03125
461940,0.0
472047,0.0
482179,0.0
492219,0.0
502276,0.0
512334,0.0
522386,0.03125
532497,0.0
542610,0.15625
552635,0.0
562675,0.03125
572747,0.0
582747,0.0
592845,0.0
602873,0.0
612900,0.0
622956,0.03125
632995,0.0
643040,0.0625
653040,0.0
663109,0.03125
673226,0.0
683304,0.03125
693346,0.03125
703364,0.0
713418,0.0
723517,0.0
733527,0.03125
743544,0.0
753616,0.0
763643,0.03125
773647,0.03125
783651,0.03125
793755,0.03125
803822,0.0
813825,0.03125
823846,0.0
833852,0.03125
843931,0.03125
853933,0.1875
864060,0.0
874177,0.0
884194,0.03125
894293,0.0625
904345,0.03125
914377,0.03125
924377,0.0
934481,0.03125
944503,0.0
954514,0.0
964582,0.125
974683,0.0
984726,0.0625
994815,0.03125
1004872,0.0625
1014965,0.03125
1024980,0.0625
1034986,0.03125
1045056,0.0
1055127,0.0
1065180,0.09375
1075190,0.0
1085272,0.125
1095389,0.0
1105390,0.0625
1115392,0.0
1125419,0.09375
1135430,0.09375
1145440,0.0
1155535,0.0
1165549,0.0
1175611,0.03125
1185615,0.0625
1195617,0.0
1205677,0.03125
1215770,0.09375
1225778,0.0
1235792,0.0
1245800,0.09375
1255801,0.0625
1265820,0.0625
1275839,0.03125
1285928,0.09375
1295989,0.03125
1306092,0.0
1316119,0.0625
1326194,0.03125
1336242,0.09375
1346256,0.03125
1356312,0.03125
1366313,0.0625
1376345,0.0625
1386373,0.0625
1396499,0.0
1406504,0.03125
1416513,0.0
1426609,0.03125
1436660,0.0
1446665,0.0
1456680,0.0
1466807,0.03125
1476818,0.03125
1486830,0.03125
1496831,0.0
1506916,0.03125
1516923,0.0
1526975,0.03125
1537098,0.03125
1547106,0.0
1557131,0.0
1567177,0.0625
1577211,0.09375
1587274,0.0625
1597406,0.0625
1607448,0.0625
1617485,0.0
1627537,0.09375
1637567,0.03125
1647628,0.0
1657634,0.09375
1667648,0.0
1677720,0.09375
1687824,0.0625
1697894,0.0625
1707965,0.03125
1718038,0.03125
1728080,0.03125
1738093,0.0625
1748114,0.03125
1758202,0.0
1768221,0.03125
1778289,0.0
1788317,0.09375
1798340,0.03125
1808391,0.0625
1818453,0.0625
1828510,0.03125
1838631,0.03125
1848659,0.0
1858721,0.03125
1868830,0.09375
1878839,0.0
1888884,0.0625
1898992,0.03125
1909007,0.0625
1919020,0.09375
1929078,0.0
1939133,0.0625
1949135,0.03125
1959176,0.09375
1969258,0.09375
1979346,0.03125
1989433,0.125
1999444,0.03125
2009458,0.125
2019503,0.09375
2029517,0.09375
2039574,0.15625
2049582,0.03125
2059619,0.03125
2069631,0.03125
2079748,0.0625
2089804,0.09375
2099806,0.0625
2109818,0.0625
2119895,0.09375
2129901,0.0625
2139946,0.03125
2150046,0.0625
2160082,0.0
2170092,0.03125
2180151,0.0625
2190186,0.15625
2200188,0.09375
2210226,0.0625
2220340,0.09375
2230349,0.125
2240437,0.1875
2250457,0.125
2260504,0.0
2270536,0.0625
2280552,0.09375
2290598,0.15625
2300639,0.0
2310659,0.1875
2320703,0.03125
2330780,0.03125
2340804,0.125
2350822,0.15625
2360828,0.09375
2370915,0.03125
2380946,0.0625
2390988,0.0
2401001,0.03125
2411094,0.15625
2421109,0.125
2431124,0.09375
2441168,0.15625
2451185,0.0625
2461277,0.09375
2471278,0.03125
2481282,0.21875
2491292,0.15625
2501310,0.0625
2511350,0.09375
2521362,0.09375
2531479,0.1875
2541547,0.0625
2551562,0.125
2561629,0.125
2571646,0.15625
2581663,0.15625
2591731,0.09375
2601799,0.125
2611883,0.1875
2621923,0.15625
2631935,0.03125
2642050,0.0625
2652086,0.0
2662133,0.0625
2672141,0.0625
2682167,0.0625
2692181,0.09375
2702202,0.0625
2712270,0.0625
2722288,0.125
2732349,0.09375
2742394,0.125
2752511,0.125
2762517,0.1875
2772593,0.125
2782610,0.0625
2792635,0.03125
2802710,0.0625
2812721,0.0625
2822723,0.1875
2832738,0.125
2842777,0.125
2852781,0.25
2862824,0.03125
2872853,0.125
2882994,0.0625
2893031,0.09375
2903037,0.09375
2913061,0.1875
2923075,0.0625
2933111,0.03125
2943189,0.03125
2953272,0.0625
2963343,0.09375
2973365,0.0625
2983372,0.0625
2993407,0.09375
3003431,0.1875
3013460,0.09375
3023517,0.3125
3033576,0.125
3043580,0.15625
3053586,0.125
3063619,0.15625
3073682,0.0625
3083755,0.1875
3093806,0.15625
3103807,0.09375
3113837,0.21875
3123925,0.34375
3133949,0.21875
3143968,0.09375
3153989,0.09375
3164013,0.15625
3174017,0.0625
3184062,0.0625
3194114,0.03125
3204134,0.15625
3214135,0.1875
3224207,0.09375
3234247,0.0625
3244313,0.03125
3254320,0.09375
3264330,0.125
3274385,0.0625
3284408,0.0625
3294465,0.09375
3304604,0.09375
3314736,0.09375
3324751,0.09375
3334762,0.03125
3344790,0.03125
3354862,0.09375
3364868,0.0625
3374911,0.125
3384963,0.0625
3394970,0.09375
3405003,0.0625
3415034,0.03125
3425074,0.0625
3435089,0.0625
3445103,0.125
3455146,0.09375
3465168,0.03125
3475237,0.125
3485287,0.125
3495298,0.125
3505342,0.0625
3515356,0.125
3525379,0.125
3535384,0.125
3545436,0.3125
3555448,0.0625
