step,win_rate
150,0.0
10211,0.0
20247,0.0
30271,0.0
40285,0.0
50302,0.0
60330,0.0
70433,0.0
80433,0.0
90444,0.0
100473,0.0
110499,0.0
120503,0.0
130582,0.0
140587,0.0
150659,0.0
160697,0.0
170728,0.0
180742,0.0
190748,0.0
200790,0.0
210810,0.0
220873,0.0
230942,0.03125
241002,0.0
251056,0.0
261148,0.0
271260,0.0
281380,0.0
291424,0.0
301444,0.0
311565,0.0
321615,0.0
331616,0.0
341648,0.0
351656,0.0
361703,0.0
371721,0.0
381752,0.03125
391756,0.0
401769,0.0
411770,0.0
421790,0.0
431795,0.0
441841,0.0
451875,0.0
461890,0.0
471947,0.03125
482039,0.09375
492065,0.0
502074,0.0
512145,0.0
522195,0.09375
532266,0.0
542316,0.0
552320,0.0
562381,0.0
572397,0.0
582527,0.0
592585,0.0
602604,0.0
612719,0.0
622720,0.0
632723,0.0
642798,0.0
652798,0.0
662803,0.0
672804,0.0
682832,0.0
692860,0.0
702942,0.0
712980,0.0
723000,0.0
733129,0.0
743212,0.0
753271,0.0
763294,0.0
773326,0.0
783352,0.0
793378,0.0625
803474,0.0
813552,0.0
823567,0.0
833606,0.0
843642,0.0
853741,0.0
863761,0.0
873811,0.0
883913,0.0
893976,0.0
904044,0.03125
914065,0.0
924105,0.0
934138,0.0
944159,0.0
954168,0.0
964206,0.25
974231,0.09375
984310,0.0
994338,0.03125
1004432,0.0
1014447,0.1875
1024447,0.1875
1034450,0.21875
1044508,0.09375
1054524,0.03125
1064547,0.09375
1074574,0.1875
1084657,0.15625
1094699,0.03125
1104705,0.0625
1114746,0.34375
1124792,0.0625
1134852,0.03125
1144886,0.0625
1154980,0.09375
1164980,0.0
1175028,0.0
1185076,0.0
1195080,0.03125
1205141,0.0
1215167,0.0625
1225200,0.0625
1235240,0.03125
1245277,0.0
1255294,0.0625
1265321,0.125
1275347,0.03125
1285398,0.0
1295403,0.09375
1305412,0.03125
1315478,0.0
1325498,0.0
1335552,0.0625
1345555,0.0
1355571,0.03125
1365573,0.03125
1375604,0.03125
1385704,0.15625
1395704,0.03125
1405757,0.0625
1415827,0.34375
1425838,0.0
1435860,0.125
1445875,0.3125
1455927,0.1875
1465955,0.125
1475988,0.09375
1486004,0.0
1496011,0.0
1506044,0.125
1516074,0.0
1526111,0.125
1536118,0.0
1546137,0.0
1556196,0.0
1566236,0.03125
1576270,0.03125
1586280,0.0
1596310,0.125
1606319,0.0
1616322,0.0
1626419,0.0
1636432,0.0
1646452,0.09375
1656498,0.03125
1666509,0.15625
1676574,0.0
1686644,0.0
1696653,0.25
1706688,0.03125
1716714,0.28125
1726719,0.0
1736738,0.03125
1746793,0.15625
1756799,0.09375
1766807,0.0
1776809,0.0
1786817,0.3125
1796887,0.21875
1806934,0.03125
1816951,0.46875
1827040,0.09375
1837105,0.03125
1847108,0.0625
1857142,0.125
1867243,0.0
1877303,0.03125
1887321,0.0
1897333,0.0
1907423,0.0
1917507,0.0
1927562,0.0
1937577,0.15625
1947596,0.03125
1957695,0.03125
1967783,0.03125
1977813,0.03125
1987853,0.21875
1997911,0.0625
2007911,0.09375
2017917,0.03125
2028050,0.0625
2038103,0.0
2048145,0.03125
2058264,0.0
2068266,0.0625
2078270,0.03125
2088347,0.1875
2098445,0.0625
2108499,0.1875
2118527,0.0625
2128550,0.0
2138578,0.03125
2148602,0.03125
2158649,0.0625
2168665,0.03125
2178672,0.1875
2188690,0.03125
2198698,0.0625
2208750,0.03125
2218768,0.0
2228793,0.0
2238909,0.0
2248921,0.0
2259009,0.0625
2269015,0.21875
2279075,0.0
2289188,0.0
2299211,0.0
2309247,0.09375
2319305,0.03125
2329426,0.0
2339436,0.0
2349443,0.03125
2359493,0.0
2369516,0.0
2379585,0.03125
2389605,0.03125
2399646,0.0
2409680,0.0
2419776,0.03125
2429817,0.03125
2439870,0.0
2449899,0.0
2459901,0.0625
2469903,0.28125
2479963,0.03125
2489969,0.03125
2500106,0.125
2510146,0.34375
2520225,0.0625
2530260,0.0625
2540346,0.03125
2550376,0.3125
2560400,0.0625
2570426,0.34375
2580487,0.0
2590487,0.28125
2600500,0.09375
2610545,0.0
2620602,0.0
2630653,0.03125
2640664,0.09375
2650668,0.0
2660696,0.125
2670697,0.0
2680776,0.03125
2690792,0.09375
2700838,0.0
2710848,0.0625
2720870,0.0
2730876,0.09375
2740906,0.40625
2750926,0.125
2760935,0.3125
2770936,0.1875
2780947,0.4375
2790980,0.15625
2800983,0.0625
2811026,0.0625
2821111,0.03125
2831190,0.15625
2841222,0.1875
2851243,0.0
2861282,0.0625
2871346,0.0625
2881385,0.0
2891397,0.03125
2901429,0.125
2911482,0.03125
2921524,0.125
2931533,0.09375
2941577,0.25
2951584,0.09375
2961597,0.1875
2971619,0.0
2981663,0.1875
2991673,0.21875
3001674,0.0625
3011678,0.03125
3021698,0.0
3031783,0.25
3041856,0.21875
3051868,0.125
3061909,0.0
3071942,0.25
3081950,0.0625
3092033,0.0
3102058,0.0
3112078,0.0
3122154,0.03125
3132288,0.03125
3142320,0.03125
3152364,0.1875
3162439,0.125
3172447,0.125
